ENSG,GM18486,GM18498,GM18499,GM18501,GM18502,GM18504,GM18505,GM18507,GM18508,GM18510,GM18511,GM18516,GM18517,GM18519,GM18520,GM18522,GM18523,GM18852,GM18855,GM18858,GM18861,GM18862,GM18870,GM18871,GM18907,GM18909,GM18912,GM18913,GM18916,GM19092,GM19093,GM19098,GM19099,GM19101,GM19102,GM19108,GM19114,GM19116,GM19119,GM19127,GM19128,GM19130,GM19131,GM19137,GM19138,GM19140,GM19143,GM19144,GM19147,GM19152,GM19153,GM19160,GM19172,GM19192,GM19193,GM19200,GM19203,GM19204,GM19207,GM19209,GM19222,GM19257,txStart,txEnd,chr
ENSG00000143553,-0.018653609,0.086700159,-0.017299579,0.202700741,-0.170597727,-0.176578121,0.108921043,0.015030918,-0.042290535,-0.291042193,0.11132408,-0.237951089,0.218031731,-0.145114847,0.146357782,-0.298574613,0.217948031,0.034614187,-0.058021899,-0.042900424,-0.096137174,0.145698845,-0.130788498,0.575991254,0.080830694,0.183879108,0.112198398,0.164461054,0.132376662,0.006379175,0.157149641,0.027194412,-0.16463968,0.204568636,0.327853019,0.2566108,-0.078067234,-0.054745263,-0.004363196,0.103042851,0.08959393,-0.025718117,0.096847405,0.027921614,0.09796391,-0.449367405,0.229311484,-0.151253833,0.004762406,-0.133455838,0.106198425,0.080505441,0.067176305,-0.05611316,0.190923037,-0.003797074,-0.103529449,-0.047230316,0.012260943,0.250244838,-0.061031418,-0.101089055,151897823,151900929,chr1
ENSG00000143569,0.121089486,-0.196318601,0.229665411,-0.201949759,0.116755658,0.051524594,-0.202684117,-0.052390192,-0.21927978,-0.097084858,-0.12532888,-0.404338019,-0.102296494,0.016096253,0.071348682,-0.433720203,-0.277940459,-0.547992003,-0.058161564,-0.096737019,-0.419274344,-0.311517385,-0.302331288,-1.031335561,-0.290683636,-0.352663477,-0.242716957,-0.250246901,-0.444308028,-0.279455965,-0.285814529,-0.258439638,-0.18204127,-0.532358164,-0.447214971,-0.36151303,-0.312582044,-0.315240658,-0.306938436,-0.411437229,-0.408128275,-0.439989527,-0.696989655,-0.213965786,-0.23481471,0.469097975,-0.572142381,-0.559789883,-0.498479604,-0.252620593,-0.191045705,-0.209099959,-0.053764265,-0.461772315,-0.041907213,-0.296209299,-0.045822124,-0.072759211,-0.498849207,-0.219548022,-0.269932613,-0.445683145,152459278,152510019,chr1
ENSG00000143575,0.176824301,-1.198070321,0.181294631,-0.226656799,0.266981688,0.004668669,-0.145363812,-0.012227902,-0.81753611,-0.512016273,-0.02062742,NA,0.007672521,0.142958378,NA,0.011815837,-0.084252569,NA,NA,0.239643576,-0.216886854,-0.816821735,0.065687782,-0.145759281,NA,NA,NA,0.609460284,-0.187861148,-0.360530685,-0.420264709,-0.169224378,NA,-0.270307774,-0.845265751,0.15995886,-0.428883609,NA,0.239521749,NA,0.007817165,0.366776043,0.157352545,0.188055424,-0.11525712,0.444602185,-0.378691616,0.394376057,0.277753816,NA,-0.611049235,-0.024723484,0.191183665,NA,-0.680613933,NA,-0.685745504,-0.207740971,0.489639443,-0.108029382,0.267927757,0.127431085,152511662,152514973,chr1
ENSG00000143614,0.070978336,-0.219417471,0.343603921,-0.640797979,0.242917443,0.035190409,0.209874943,-0.177924977,-0.393717735,-0.192396413,-0.21620894,0.213868621,-0.103551139,0.111375638,-0.239859658,-0.592387583,-0.360377129,-0.325094653,0.180140541,0.112001571,-0.138827419,-0.207498765,-0.136025248,-1.503360371,-0.063933751,-0.382771097,-0.269972792,-0.367171081,-0.316216658,-0.512914295,-0.414365239,-0.607432748,-0.40339615,-0.577870084,-0.607716201,-0.248799835,-0.300165924,0.046293907,-0.358369986,-0.260080859,-0.12200485,-0.050030487,-0.009123765,-0.399473561,-0.30410726,0.077154745,-0.649074896,-0.440125218,-0.470811834,-0.085916748,-0.408556285,-0.246703589,-0.048356625,-0.434159915,-0.093779103,-0.468567304,0.129779466,0.175514289,-0.488145467,-0.101113512,-0.315119663,-0.614303485,152043828,152162075,chr1
ENSG00000143621,0.019865001,-0.048160331,0.161562261,-0.237972464,0.131330108,0.074511279,0.067662258,-0.144061322,0.010054755,-0.035395948,-0.05745551,0.017419266,-0.064831959,-0.055560922,-0.181715973,-0.095891963,-0.149493069,0.071839822,0.028742241,-0.015422549,-0.060315344,-0.030557595,-0.162468458,-0.556819191,-0.238930956,-0.186987297,-0.241540342,-0.254651616,-0.196650828,-0.254185775,-0.290027469,-0.161504258,-0.20560364,-0.174928364,-0.279169301,-0.05549563,-0.166501514,0.099093972,-0.145286806,-0.205508589,-0.083245795,0.065507963,0.007633425,-0.154245016,-0.134783405,0.096119015,-0.232073236,0.087696227,-0.042210334,-0.199861343,-0.163970835,-0.215615369,0.146644195,-0.16445741,-0.042655378,-0.095633579,0.013062056,0.122165064,-0.135799997,-0.071741672,-0.075992423,-0.068180005,151901135,151910103,chr1
ENSG00000143624,0.043796291,-0.161600981,0.161864871,-0.103597519,0.010735938,-0.115411466,-0.032439172,0.028931788,-0.418481115,-0.193983403,-0.20564927,-0.069711514,-0.061827369,-0.146735832,0.057567622,-0.058708388,-0.400471594,-0.485364393,0.040520421,-0.181549184,-0.240201204,-0.436759225,-0.425709038,-1.167974101,-0.259998006,-0.227045527,-0.062365607,-0.341798081,-0.231826218,-0.316674835,-0.060731004,-0.204911548,-0.229362135,-0.313096374,-0.479957761,-0.299151995,-0.336812934,-0.133563558,-0.373343426,-0.252461079,-0.5398999,0.062837333,-0.074518875,-0.352248961,-0.25952648,0.240689325,-0.576006466,-0.473518978,-0.229185604,-0.167414443,-0.471659805,-0.151903379,0.29413386,-0.57099181,0.073562917,-0.224470784,-0.475600374,-0.010013626,-0.596576937,-0.040711882,-0.287214823,-0.74918211,151967166,152013179,chr1
ENSG00000143641,0.158446731,0.969405169,-0.462934194,0.493279751,-0.778345532,-0.204486026,-0.137662672,0.313607648,0.40782381,0.617344177,0.25701301,-0.114028289,0.518496361,-0.410998717,0.415599382,-0.429669613,-0.188198589,0.293683152,-0.080450129,0.165333256,0.745242466,-0.080363135,0.259846367,2.235876179,0.941897544,1.000658413,-0.222610102,0.619845699,0.043369362,1.195251575,0.835402681,0.349486412,0.22757979,0.614441701,-0.474166481,0.55533765,-0.066265084,NA,0.375507089,1.091709271,-0.08021658,0.981982883,1.092326235,0.517172429,0.14546489,-0.076918725,NA,1.593178737,1.192897596,0.693350637,0.024569665,0.937770226,-0.495865335,0.57001326,-0.084940638,-0.277141184,-0.453594329,0.341268829,0.876046913,-0.621520437,0.662568022,0.948326195,228269578,228484488,chr1
ENSG00000143653,0.609333911,1.241903779,0.615703756,1.161310776,0.661522078,0.789730249,0.756148578,0.954081928,0.94824111,0.628159317,0.827120125,0.717228026,0.513262781,1.449210388,0.627400002,1.252465307,1.009878276,1.174813662,0.309686816,0.790325931,0.807069976,0.55950764,0.758854882,1.431409369,0.468137219,0.751984503,0.671929973,1.319664669,1.390001922,0.578566485,1.133485031,0.891070382,0.956847405,0.918410301,1.578686479,1.07060179,1.125968176,0.895396502,0.510413154,0.845462386,1.646551105,0.754301663,0.797941245,0.839042994,0.87297733,0.321895365,1.621876634,1.084817217,0.980320276,0.624852997,1.383707775,0.946301801,1.126250825,0.843276745,0.575081567,0.725769101,0.739043966,0.869631519,0.895751803,0.963088118,0.589008087,0.446183335,244954000,244998060,chr1
ENSG00000143669,-0.254765399,-0.285715731,-0.597939199,-0.049180659,-1.061669407,-0.319348121,0.353960438,0.216700988,-0.14515311,-0.479920213,-0.082716925,-0.458453979,NA,-0.301478917,0.328255197,NA,0.413086311,-0.068990753,-0.230494517,NA,0.199712991,-0.072460475,-0.963170723,0.939502154,-0.359394211,-0.107732617,0.244294023,-0.345875271,-0.032557163,0.675823345,0.122881421,-0.415483103,-0.357512455,-0.016914829,-0.334726841,-0.09204382,-0.020674604,-0.622226468,0.020618174,0.565533601,0.356119865,-0.323703627,NA,0.257617454,-0.03212313,0.308493855,0.235400644,NA,-0.191712684,0.021622767,-0.203796935,0.114586816,-0.235015455,-0.06963655,-0.184289563,0.452467806,-0.258412994,NA,0.156541233,NA,0.289750692,-0.089724755,233890963,234096843,chr1
ENSG00000143702,-0.116197759,-0.335841701,-0.168554729,-0.113146414,-0.090048592,-0.434795161,-0.358929812,-0.262043007,0.037369865,0.204596227,0.04012751,-0.063576449,-0.411241979,-0.506922427,-0.015863133,-0.119416553,-0.202186824,-0.377100963,-0.212225139,-0.086517244,-0.423990844,-0.134680225,-0.211924798,-0.968544321,0.005089684,-0.071201697,-0.102555627,NA,-0.086113463,-0.040350565,-0.075808149,0.047709302,0.02485639,-0.283839154,-0.442622281,-0.07309008,-0.310787144,-0.628666918,-0.020180836,0.012689431,-0.069620965,-0.438590487,-0.38588155,0.191887599,0.10332377,-0.09219795,-0.503151106,-0.517787833,-0.140546354,0.188227877,0.04715584,-0.258270499,-0.013680575,0.0456316,-0.217410683,0.109115566,0.003672611,-0.144857911,0.030245608,-0.188147172,0.261690247,-0.288415925,241354352,241485331,chr1
ENSG00000143727,-0.135714184,-0.078862026,-0.006695999,-0.205759444,-0.023564272,0.043462369,0.063599298,-0.218828042,-0.071098885,0.076543782,0.06060876,-0.152614859,-0.246368684,-0.055693042,-0.035729408,-0.216811568,-0.148042409,0.074287137,-0.056430209,0.024464436,-0.055809654,-0.020694575,-0.026999273,0.600662299,-0.232777616,0.081923533,0.065572358,-0.161013551,0.124090752,0.051232565,0.097309001,-0.081221978,0.062440365,0.108112156,0.166244909,-0.02123091,-0.034063274,0.044999972,0.106922824,-0.010391339,0.01468637,-0.046542987,0.169069215,0.092684579,0.08330661,-0.31849762,0.194105934,0.034804187,0.017306346,-0.101699928,-0.084821045,-0.042989854,-0.103188015,-0.00211816,-0.022468973,0.019734516,-0.056833874,-0.198866996,0.200251603,-0.118767752,-0.401606708,0.024165775,254895,268278,chr2
ENSG00000143742,0.052017096,-0.409453021,-0.024327819,-0.089442589,0.129334553,-0.051309826,0.179011863,-0.228189067,0.098303005,-0.051233063,-0.110449695,-0.026159959,-0.321568554,-0.101919972,-0.292694048,-0.176632173,0.002389146,-0.018055558,0.113581961,-0.039404274,0.032818206,-0.127444355,0.061549412,-0.714158891,0.170751834,-0.118771017,-0.162000812,-0.240825511,-0.075933298,-0.052241335,-0.158342169,-0.058277448,-0.015480475,-0.084489179,-0.237952341,-0.150912955,0.042690066,-0.041012528,0.017674599,-0.369566289,-0.378274085,0.125372623,0.071392395,-0.131019401,-0.15746851,-0.113410825,-0.225557396,0.174015842,-0.059719114,-0.113148893,-0.040639585,-0.162466729,-0.228113415,-0.08180066,-0.304358813,-0.040193809,-0.036493849,0.037187959,0.110718013,0.050842998,-0.051343573,0.068815525,224032153,224044788,chr1
ENSG00000143748,-0.199924614,-0.187634141,0.105947481,-0.315794259,-0.387361107,0.079201829,0.290327498,NA,-0.467285385,-0.448999148,-0.39448347,0.357252381,0.044345701,0.178947683,-0.045976408,-0.234343578,-0.298019499,-0.799034493,0.140179921,-0.079495274,-0.535034394,-0.65042031,-0.530068123,NA,NA,NA,-0.829040342,-0.509694961,-0.572949158,NA,-0.822688149,-0.370545173,-0.672204425,NA,-0.866380301,NA,-0.666727334,0.098521057,NA,NA,-0.974780095,-0.203122737,NA,-0.772244816,-0.74547021,0.228981525,NA,NA,NA,NA,-0.846768825,-0.228206844,NA,-1.07471604,-0.718603263,NA,-0.638923994,-0.573684931,-0.692617577,-0.187670592,-0.636071383,NA,222481661,222584507,chr1
ENSG00000143751,0.025408341,-0.007743426,NA,-0.223151449,0.129297218,-0.289030701,-0.104964852,-0.030272357,0.675578835,NA,-0.00093845,-0.188969349,-0.050282949,NA,NA,NA,2.628344341,0.098447307,-0.024704697,NA,0.263136126,0.121744885,0.241768072,NA,0.245540434,0.172424613,0.354539968,0.307049329,NA,0.547161305,-0.017381259,NA,0.105546955,NA,0.042775484,0.09789653,-0.424111204,NA,0.155108584,NA,-0.006539425,NA,0.324587935,0.036074544,NA,0.31443847,NA,-0.086884293,NA,0.498137322,-0.07022841,0.391623336,-0.143568945,0.63224738,0.434079947,NA,NA,0.000565479,1.600670153,NA,0.327843847,0.222702735,224237028,224253689,chr1
ENSG00000143774,-0.032371864,-0.097796991,-0.201054279,-0.089425834,-0.168313422,-0.004060151,0.094413578,-0.513562337,-0.046035915,-0.052083768,0.18988531,0.065199731,-0.176902599,-0.381422517,-0.034721818,-0.393209938,-0.024133674,0.109599972,-0.139997409,-0.049411954,-0.195834434,0.141662865,-0.218181993,0.739353749,-0.197980316,-0.124034737,0.161472883,-0.029104581,0.047877342,0.037620235,-0.015824409,-0.032468548,-0.24992707,0.242733346,0.207071039,0.071076465,0.115319436,0.220400492,0.229835264,-0.046354549,0.26055598,0.108729633,0.15008958,0.192485604,-0.00305061,-0.51009567,0.171072249,-0.224305093,-0.874160704,0.268429157,-0.129848525,-0.161827504,0.025306715,-0.01638927,-0.200127903,0.248518646,0.079861571,0.107821539,0.035542703,-0.390472187,0.074269057,-0.052949675,226394285,226403308,chr1
ENSG00000143799,0.134608971,-0.336792201,-0.045794229,0.025658691,-0.036359142,-0.179273061,-0.028172882,-0.040295242,0.04827036,0.372612907,0.13057075,-0.100228379,-0.091166969,0.119846793,-0.432235258,0.311821227,0.020646666,0.164272447,0.019556406,0.065158431,0.152139386,-0.108970595,0.045232582,-1.156754541,0.045354314,-0.160832797,-0.122432552,-0.175529556,0.012698892,-0.130102625,-0.160848019,-0.318077248,0.18361433,0.070344966,0.074308059,0.05261616,-0.213372654,-0.193396218,0.003563394,0.110249871,0.182887185,-0.033545027,-0.201694425,0.489810719,0.00076924,-0.315955845,0.085115434,-0.118978498,0.270170736,0.100772407,0.045121675,0.002541646,0.248646685,0.09810969,-0.252414163,-0.017183344,-0.030356194,0.125696959,0.369971433,0.087155573,0.296269777,0.267945605,224615783,224662399,chr1
ENSG00000143811,0.393979341,0.522466199,0.384369066,0.634859691,0.556236748,0.405267499,-0.109767102,-0.032542727,0.367092615,0.609443887,0.70501332,-0.341507609,0.357946181,0.731130318,0.231856142,0.739043227,0.438012316,1.083884622,0.393360911,0.307128416,0.947501926,0.670819295,0.998269812,1.144854829,0.510319354,0.919093453,0.441184168,0.864202819,0.755875072,0.927346715,0.809450081,0.393947067,0.67979704,0.852144316,1.047839049,0.25882323,0.893299956,0.962849662,0.453170624,0.771822441,0.807051495,0.106457808,0.54338171,0.707031529,0.308748965,0.518685195,0.914412354,0.273205412,0.610322201,0.422467102,0.453002055,0.686397096,0.292156035,0.60084253,-0.327408523,0.439070746,0.594300951,0.252601994,0.653866448,0.579483208,0.450749467,0.927424735,224174200,224178622,chr1
ENSG00000143815,-0.253041509,-0.641985451,-0.288597109,-0.454406054,-0.288941052,-0.236784961,-0.025745822,-1.645511902,-0.54605408,-0.047799073,-0.21715272,0.135989826,-0.717908339,-0.637693797,-0.724474423,-0.601202213,-0.666830799,-0.531610633,-0.323089054,-0.053863479,-0.411011994,-0.839545975,-0.632141638,-1.324712011,-0.208566246,-0.552274397,-0.673579012,-0.491635621,-0.595382468,-0.553611405,-0.596222764,-0.488720868,-0.30135022,-0.546586804,-0.565033596,-0.41310369,-0.576501034,-0.691142358,-0.179868216,-0.302390869,-0.399832795,-0.428250362,-0.969020365,-0.250529161,-0.42720819,-0.137443385,-0.905878866,-0.268676613,-0.173162824,-0.330946833,-0.50143198,-0.070936674,-0.24274927,-0.250332695,-1.067671428,-0.406163434,-0.303505139,-0.556449351,-0.454329207,-0.605485987,-0.190784013,-0.159197455,223655827,223683142,chr1
ENSG00000143850,NA,0.871356489,0.192437581,0.343170921,0.165723053,NA,-0.090128467,0.115237203,0.006192885,0.124628357,0.18268546,0.237998051,0.181157091,0.128915898,NA,NA,NA,0.390747287,0.115503831,NA,0.274369536,0.352642675,0.222958662,1.640692509,0.048023709,NA,0.330883338,0.298129329,0.141878417,0.248190715,0.297864321,0.142930532,0.287406245,0.388873806,0.118857549,0.60938772,0.248960901,NA,0.084755684,0.243171931,0.218237505,0.209894873,0.449250475,NA,-0.016283665,NA,0.082212004,0.334605497,0.288442571,0.222191207,0.073603655,0.161165626,0.435676645,0.20849295,0.081070767,0.329009306,0.098711656,0.037631819,0.356701023,-0.123394762,0.199904487,0.346060605,202454604,202595667,chr1
ENSG00000143851,-0.250192339,-0.114006826,0.197951721,-0.443683574,-0.397669682,0.051458299,-0.258875927,NA,-0.78290061,-0.303587983,0.05749457,0.394336431,0.464578701,-0.172051662,-0.114233938,0.141474682,0.029439506,0.139394547,-0.199295529,-0.065066404,0.156116481,-0.538661045,0.204164152,-0.063373096,-0.522234046,-0.216264187,-0.205324452,-0.422221356,-0.231179923,NA,-0.151756799,-0.574016783,-0.13257007,-0.095243974,0.509688229,-0.16684262,-0.248388649,0.078444752,-0.238333446,-0.214656299,0.412627255,0.282075293,0.029108655,0.741058604,0.289436495,-0.125292395,0.288448199,-0.518462743,0.157529681,-0.157373403,0.207761745,-0.363270244,-0.435670685,0.53498996,NA,0.017725306,0.119390656,NA,0.232999793,0.231966073,-0.215325603,-0.001074905,200382763,200397332,chr1
ENSG00000143862,-0.369523479,0.418462819,-0.439783079,0.311155946,-0.314842622,-0.134746821,-0.276551012,0.179874523,-0.06243792,0.028217202,-0.020974855,0.158767731,0.228534171,0.037115458,0.586325747,0.092312937,0.088220191,0.573552357,-0.171439599,0.180492486,0.062275086,0.248765005,0.046276302,1.901190259,0.232499054,-0.020206557,0.436402533,0.314006184,-0.020927508,-0.30832505,0.054444286,0.286106632,-0.1183054,0.530318446,0.910040579,0.48625959,0.164251036,0.175247987,0.390635804,0.425267451,0.254059415,0.186450848,0.53162192,0.107675139,0.30805876,-0.72853097,0.689320624,0.719672347,0.292978516,0.029428022,0.11000334,0.202920456,0.2499479,0.37873355,-0.355220103,0.246905206,-0.225904579,-0.018976386,0.514366563,-0.218677572,0.112481577,0.307921805,200368599,200380489,chr1
ENSG00000143870,0.183809296,-0.017973931,-0.333961674,0.574200091,-0.351743612,-0.381005196,-0.364015442,-0.475193282,-0.636213865,-0.274876973,-0.29501139,-0.525885569,0.038878686,-0.541752092,-0.110046818,-0.616123313,-0.399861029,-0.025251313,-0.186584544,0.240340436,0.026303636,0.026968325,-0.068902968,0.587142199,-0.398528566,-0.290534867,-0.199624092,-0.093793601,-0.401207428,-0.134892095,-0.092016289,-0.308978648,-0.48108699,-0.070035009,-0.453338811,-0.26880633,-0.384150154,0.025798452,-0.351078156,-0.033024479,0.075719785,0.084464743,0.01069731,-0.421463016,-0.4302497,-0.430977045,-0.417921956,0.209691487,-0.345769534,0.100412842,-0.445023865,-0.612407789,0.105326555,-0.462251995,-0.742805343,-0.304285364,-0.466297934,-0.161760451,-0.023304762,-0.734587652,-0.056167458,0.290579425,10840969,10895554,chr2
ENSG00000143889,0.346627051,NA,NA,1.506221571,0.317159828,0.926491849,0.752772578,-0.037021692,1.91893508,NA,0.186437145,-0.407365789,0.578434031,0.968860678,1.463328502,NA,1.567465106,2.028134757,0.954451881,0.603410656,0.804623906,1.420913105,0.383163942,NA,1.138082954,1.070119843,1.169818958,1.775813929,2.052363002,1.29581613,1.286055621,1.508461792,1.14771268,1.260851316,NA,0.878064995,1.582508186,NA,1.612629644,NA,1.377785925,NA,1.461045285,0.573254904,1.086816225,-0.044306665,NA,0.940009287,0.786288336,1.400358457,1.425256225,0.977226116,2.24608173,0.06257406,0.864362707,1.153866426,0.816840171,1.497939499,0.452054913,2.249517918,0.598498027,0.959974645,38642623,38683675,chr2
ENSG00000143891,0.095941166,0.566771279,NA,1.405966966,-1.573229652,-1.963230281,1.090986408,-0.089518837,2.065830485,0.393841687,-0.21790359,NA,-0.137983419,0.350165463,1.592543687,NA,2.082658196,2.071079577,0.147826291,0.398670796,0.435232806,1.433683025,-0.014584528,0.364454099,0.869221244,1.892095753,0.401778588,2.038570279,2.671429942,1.877389415,1.419356816,1.724182067,1.0859623,1.539186096,0.298945549,NA,1.270910181,0.796943592,1.084999414,1.415320871,2.141149055,1.841227798,1.577720465,0.412829864,0.21708996,-0.9291796,0.105371089,0.316745817,0.057281326,1.157326447,1.64270624,1.058026526,1.264587225,0.242445015,0.425350157,NA,0.442669671,1.451433279,0.641081288,1.743592588,0.128560037,1.48483427,38746742,38815029,chr2
ENSG00000143924,-0.421255779,0.341518339,0.216740461,0.056405581,0.041907233,0.020833819,0.286834288,0.159116878,0.740342745,-0.143334363,0.104967155,-0.300432279,0.614386856,0.595426473,0.653667652,-0.575382223,1.021707431,1.044431127,0.115244241,0.307600706,0.153249106,0.952289185,0.385115512,1.129288369,0.287874564,0.028174373,0.292752373,0.248122789,0.709478412,0.285614855,0.755582491,0.483499972,0.322960275,0.342766816,0.393397639,0.19680407,0.509601296,0.452931692,0.318922139,0.467593726,0.353138245,0.146828188,0.321001115,0.482449514,0.23717054,-0.10057041,0.371424444,0.323059137,-0.125448514,0.176015437,-0.179502525,0.433027586,1.041111475,0.01532031,1.143242457,0.413356696,0.378411696,0.600581959,0.238345538,0.306894148,0.272251447,0.314739795,42249996,42413192,chr2
ENSG00000143947,0.043793501,-0.301151931,0.121516811,-0.190566739,0.228493638,0.065866709,0.228271588,-0.431268092,0.03238109,-0.033542273,-0.06933896,0.003322706,-0.165171049,-0.088292572,-0.073032773,-0.333359593,-0.248087039,-0.262195983,0.079927251,-0.121726249,-0.211111774,-0.068507465,-0.216113618,-1.398190616,-0.213811386,-0.371461362,-0.160656842,-0.140367026,-0.118485228,-0.243767215,-0.264395079,-0.167213898,-0.1890375,-0.173465619,0.033692039,-0.00045722,-0.190573969,-0.210371048,0.015738514,-0.393658179,-0.244140485,-0.093770927,-0.303003345,-0.268743336,-0.18508521,0.306295905,0.115958324,-0.123794553,-0.262212624,-0.168899118,-0.221619485,-0.115399169,-0.189715695,-0.19581755,-0.157464333,0.115543841,0.140322881,0.076086829,-0.159281007,-0.234986232,-0.094918943,0.029243505,55312542,55316395,chr2
ENSG00000143977,0.160104816,-0.126076901,0.145246181,-0.225550894,0.234691828,0.047987934,0.214914608,-0.026464987,0.185372535,0.023716597,-0.01263873,0.103203031,-0.079873379,0.180653578,-0.311791398,0.031891662,-0.156437639,0.043549527,0.064470891,-0.029587209,-0.014796514,-0.042807745,0.036886742,-0.888268581,-0.141707576,-0.067806367,-0.213830232,-0.013917551,-0.188999238,-0.135884335,-0.234770889,-0.056449828,-0.14333018,-0.075050084,-0.050545536,-0.07546477,-0.155390844,0.046847922,0.077264974,-0.087213244,-0.092983815,0.147996603,-0.020954325,0.065873504,-0.16193615,-0.061556885,-0.021670286,-0.017639328,0.106773906,0.004137077,-0.018322245,-0.081357574,0.082489145,0.07141148,0.036402027,-0.051059749,-0.020804204,0.381311999,0.121799183,0.049356948,0.143322202,0.191556855,70362011,70374373,chr2
ENSG00000144021,0.046573941,0.369831624,0.172446971,0.058952566,-0.006606692,-0.170656766,0.122141258,0.264919098,0.230529335,0.089915632,0.1971525,0.154572591,-0.099007264,0.086515058,0.075254532,0.244960927,0.079833031,0.028161707,-0.026837254,-0.059125564,0.186045941,0.286584485,0.254796382,0.118355259,0.181200449,-0.965188322,0.138702948,0.015917569,-0.089815468,0.153910925,0.543848381,-0.123818688,0.102871235,0.219851836,0.096912809,0.16350968,0.094830681,0.265585637,0.197118824,-0.084765459,0.340777885,NA,-0.00794081,0.107055674,0.13318537,-0.169888485,0.139461184,-1.385835248,0.261463006,0.299126807,0.075361685,-0.060625429,-0.10375634,0.083817415,0.039140187,0.008367396,0.139727056,0.054679179,0.179436533,-0.049247132,0.135379487,0.35569839,96295610,96303619,chr2
ENSG00000144028,0.184257246,-0.024542991,0.204387731,-0.021954134,0.140714073,0.161784839,0.036353188,-0.010940262,0.144437115,0.113260067,0.06292393,0.108883371,-0.020680729,0.241016483,-0.047433208,0.120970037,-0.040766869,0.195876917,0.214499061,0.112802456,0.147151856,0.041648955,0.134502392,-0.819158441,0.152784744,0.147740783,-0.071107747,-0.009124946,-0.004984528,0.09819304,0.043484441,-0.050179283,0.145355935,0.092936166,0.025307309,-0.004833915,-0.046706594,0.097034422,0.115871634,0.101315201,0.116046985,0.125682443,0.185005735,0.175036014,0.022170255,0.33342805,0.009412179,0.076944897,0.168537141,0.134478367,0.08660107,0.142457086,0.114330815,0.10980632,0.173838652,-0.028181644,0.025440591,0.201260304,0.147917783,0.016992008,0.147004857,0.125775455,96303803,96334988,chr2
ENSG00000144029,-0.364273414,0.042395799,-0.139381834,-0.051554969,-0.073086787,0.240836989,-0.152479942,0.037634488,0.428830305,0.199522507,0.09774724,-0.079930484,0.312691056,0.359749678,-0.049619073,NA,0.170413661,0.259000917,-0.229422779,-0.066554399,0.372092166,-0.099665345,0.331014052,0.768302139,0.613522314,0.200330803,0.138271763,0.209418409,0.342308392,NA,0.190682181,-2.32E-05,0.50550473,0.194346726,0.150422139,-0.07850148,-0.043828794,NA,0.161109189,-0.208619764,0.20346295,-0.003471187,0.164074145,0.018767044,-0.131631975,0.167276675,-0.075865906,0.037683152,0.213128036,0.319025917,0.04579372,0.291438716,0.463094795,-0.31918196,0.061585557,NA,0.081044876,-0.007290321,0.117912918,0.202653008,0.102148577,0.540142515,95116679,95151481,chr2
ENSG00000144034,-0.049310259,0.057481719,-0.149470889,-0.069509339,-0.199821582,0.172443789,0.319940628,0.101333438,-0.480611705,-0.364293708,-0.27157793,0.151641311,0.093736231,-0.135952432,-0.167057448,-0.300305163,-0.212234324,-0.073473343,-0.168093229,-0.176542214,0.034785496,-0.48731265,0.002476377,0.016123129,-0.043520146,-0.116377107,-0.093816427,-0.358895216,-0.121011888,-0.054156545,-0.201391859,-0.468428308,-0.274646815,-0.217924794,-0.485137956,-0.26563687,-0.415122089,0.352670202,-0.417553281,-0.357513754,-0.201474895,0.125649353,0.15013265,0.053732489,-0.30177444,-0.116589965,-0.328990366,0.131037857,-0.160099464,-0.425276943,-0.180604485,-0.283829524,-0.223901095,-0.13933234,0.048614877,-0.442432549,-0.245669714,0.054772129,-0.497336307,-0.081914667,-0.451249453,-0.153058085,73810508,73818035,chr2
ENSG00000144036,-0.324887729,NA,NA,0.765571021,NA,NA,NA,0.883138088,NA,-0.162346103,-0.23956958,0.905481946,0.781885171,NA,1.365942692,-0.584431243,1.054175211,-0.284915573,-0.495502119,0.065564516,-0.875865514,0.825423455,NA,1.542186469,0.101558554,NA,NA,0.098955579,0.303206062,NA,1.129785011,0.142798697,NA,0.637419906,0.858096479,0.76109543,-0.159334559,-0.010588578,NA,0.584187311,NA,NA,-1.023405315,-0.437066836,-0.593762289,NA,NA,NA,NA,-0.158254073,0.741433245,NA,1.147598385,1.13095421,NA,-0.978333934,-0.146680854,-0.128440761,-0.170661417,NA,NA,NA,72256620,72906685,chr2
ENSG00000144118,0.614626901,-0.021954461,0.163250321,0.723975891,-0.329063972,0.236812329,0.499429733,0.472074188,1.542135065,0.551261937,0.42169437,0.552684576,-0.308598654,-0.241516462,0.120417522,0.925347277,0.767663411,1.725310512,0.598918946,-0.189934314,0.842282196,1.339458415,0.465452542,0.708095899,0.969491009,1.258956773,0.731563798,1.324706084,1.533453667,1.53821089,1.809405981,1.654095722,1.519467615,1.090112366,0.709020884,0.77142201,0.862769121,1.412009332,1.082409069,0.822808691,0.834927095,0.542838898,0.813100675,0.719848339,1.21008097,0.043074615,0.678490664,0.395640047,0.888350646,1.084764507,0.890857825,0.467643426,0.39283844,1.038680085,0.794592167,0.018192996,1.225681861,0.737532244,1.214535438,0.704376333,0.813191667,1.062766735,120726883,120768755,chr2
