Gene	Length
MAD2L2	211
MDC1	2089
MDFIC	246
MDFI	246
MDGA1	955
MDGA2	956
MDH1B	518
MDH1	334
MDH2	338
MDM1	714
MDM2	491
MDM4	490
MDN1	5596
ABCB1	1280
ABCB4	1286
MECOM	169
MDS2	140
METTL15P1	234
MEIS3P1	274
MEIS3P2	358
MEA1	185
MECP2	486
MECR	373
MED10	135
MED11	117
MED12	2177
MED13	2174
MED14	1454
MED15	788
MED16	877
MED17	651
MED18	208
MED19	244
MED1	1581
MED20	212
MED21	144
MED22	200
MED23	1368
MED24	989
MED25	747
MED26	600
MED27	311
MED28	178
MED29	200
MED30	178
MED31	131
MED4	270
MED6	246
MED7	233
MED8	268
MED9	146
MEDAG	303
MEF2A	507
MEF2B	365
MEF2C	473
MEF2D	521
MEFV	781
MEGF10	1140
MEGF11	1044
MEGF6	1541
MEGF8	2845
MEGF9	602
MEI1	1274
MEI4	385
MEIG1	88
MEIOB	442
MEIS1	390
MEIS2	477
MEIS3	375
MELK	651
MLPH	600
VEPH1	833
MEMO1	297
MEN1	615
STARD3NL	234
MENT	341
MEOX1	254
MEOX2	304
MEP1A	746
MEP1B	701
WDR77	342
MEPCE	689
MEPE	525
ERVMER34-1	563
NF2	595
MERTK	999
MESDC1	362
MESDC2	234
HDDC3	179
MESP1	268
MESP2	397
MEST	335
METTL10	291
METTL12	240
METTL13	699
METTL14	456
METTL15	407
METTL16	562
METTL17	456
METTL18	372
METTL20	262
METTL22	404
METTL23	190
METTL24	366
METTL25	603
METTL2A	378
METTL2B	378
METTL7A	244
METTL7B	244
MTR	1265
MAT1A	395
MAT2A	395
METTL4	472
METTL5	209
METTL6	284
METTL8	291
METTL9	318
METRNL	311
METRN	293
MET	1390
MEX3A	520
MEX3B	569
MEX3C	659
MEX3D	651
MCF2L2	1114
MEF2BNB	119
MFAP3L	409
MFAP1	439
MFAP2	183
MFAP3	362
MFAP4	255
MFAP5	173
MFF	342
MFGE8	387
MFHAS1	1052
MFN1	741
MFN2	757
MFNG	321
MTFR1L	292
SLC25A37	338
SLC25A28	364
MFRP	579
MFSD10	455
MFSD11	449
MFSD12	480
MFSD2B	497
MFSD6L	586
MFSD1	465
MFSD3	412
MFSD4	514
MFSD5	450
MFSD6	791
MFSD7	560
MFSD8	518
MFSD9	474
SLC25A32	315
	2515
MGA	3026
MGAT1	445
MGAT2	447
MGAT3	533
MGAM	1857
MDP1	176
MGLL	303
MGME1	344
MGMT	207
MAGOHB	148
MAGOH	146
MGP	103
MGRN1	552
MGST1	155
MGST2	147
MGST3	152
MGAT4A	535
MGAT4B	548
MGAT4C	478
MGAT4D	374
MGAT5	741
MGAT5B	792
MIR1-1HG	117
MIF4GD	222
MIA2	542
MIA3	1907
CHCHD4	142
MIA	131
MIB1	1006
MIB2	1013
MINOS1	78
CHCHD3	227
C18orf8	657
CHCHD6	235
APOOL	268
IMMT	758
MICAL1	1067
MICAL2	1124
MICAL3	2002
MICA	383
MICB	383
MICALCL	695
MICU1	476
MICU2	434
MICU3	530
MIEF2	454
MIEF1	463
MIDN	468
SPATA18	538
MIEN1	115
MIER1	512
MIER2	545
MIER3	550
MIF	115
MIIP	388
MICALL1	863
MICALL2	904
MILR1	343
OGN	298
NDUFAF2	169
MINA	465
MINK1	1332
MINPP1	487
SPEN	3664
MIOX	285
MIOS	875
FAM96B	163
MIPEP	713
MIPOL1	442
TRAF3IP1	691
MIP	263
MIR17HG	70
RHOT1	618
RHOT2	618
MIS12	205
MISP	679
MAPK1IP1L	245
AMH	560
MITD1	249
MITF	526
MIXL1	232
MAPK1	360
MAPK3	379
MAPK4	587
MAPK6	721
MAPK7	816
MAPK8	427
MAPK9	424
MAPK10	464
MAPK11	364
MAPK12	367
MAPK13	365
MAPK14	360
MAPK15	544
NIFK	293
MKKS	570
MKL1	931
MKL2	1088
MKLN1	735
MKNK1	465
MKNK2	465
MKRN1	482
MKRN2	416
MKRN3	507
MKRN4P	485
MKRN9P	33
MKRN2OS	223
MKS1	559
TMEM67	995
MKX	352
MDK	143
MYL12A	171
MYL12B	172
MLLT4-AS1	254
MLC1	377
MLEC	292
MLF1	268
MLF2	248
MLH1	756
MLH3	1453
MLIP	458
MLKL	471
MAP1LC3A	121
MAP1LC3B	125
MAP1LC3C	147
MYL7	175
MYLPF	169
MYL2	166
ZAK	800
MLXIP	919
MLXIPL	852
MLX	298
MMAA	418
MMAB	250
MMACHC	282
MMADHC	296
MMEL1	779
MMGT1	131
MMP10	476
MMP11	488
MMP12	470
MMP13	471
MMP14	582
MMP15	669
MMP16	607
MMP17	603
MMP19	508
MMP1	469
MMP20	483
MMP21	569
MMP23A	390
MMP24	645
MMP25	562
MMP26	261
MMP27	513
MMP28	520
MMP2	660
MMP3	477
MMP7	267
MMP8	467
MMP9	707
MMRN1	1228
MMRN2	949
MMS19	1030
MMS22L	1243
ALDH6A1	535
MMTAG2	263
MN1	1320
MND1	205
MNDA	407
MNS1	495
MNT	582
MNX1	401
CD200R1	325
CD200R1L	271
MORF4L1	362
MORF4L2	288
MOAP1	351
MOB1A	216
MOB1B	216
MOB2	237
MOB3A	217
MOB3B	216
MOB3C	216
MOBP	183
MOCS2	88
MOCS2	188
MOCOS	888
MOCS1	636
MOCS3	460
TRIT1	467
MSN	577
MRFAP1	127
RANGRF	186
MOGS	837
MOGAT1	335
MOGAT2	334
MOGAT3	341
MOG	247
MOK	419
MON1A	555
MON1B	547
MON2	1717
MORC1	984
MORC2	1032
MORC3	939
MORC4	937
MORN1	497
MORN2	79
MORN3	240
MORN4	146
MORN5	161
	11
C8orf17	99
MOS	346
SLC16A10	515
SLC16A11	471
SLC16A12	486
SLC16A13	426
SLC16A14	510
SLC16A1	500
SLC16A7	478
SLC16A8	504
SLC16A3	465
SLC16A4	487
SLC16A5	505
SLC16A6	523
SLC16A2	539
SLC16A9	509
MLN	115
MOV10	1003
MOXD1	613
MOXD2P	499
MPV17L	196
MAP2K1	393
MAP2K2	400
MAP2K3	347
MAP2K4	399
MAP2K5	448
MAP2K6	334
MAP2K7	419
MAP1LC3B2	125
MPC1L	136
MPC1	109
MPC2	127
SLC25A3	362
MPDZ	2070
MPEG1	716
MPHOSPH6	160
CDC25A	524
CDC25B	580
CDC25C	473
MPI	423
MPLKIP	179
MPND	471
MPHOSPH10	681
MPP2	576
MPP3	585
MPP4	637
MPP5	675
MPP6	540
MPP7	576
MPHOSPH8	860
MPHOSPH9	1183
PMPCA	525
PMPCB	489
MPPED1	326
MPPED2	294
MPPE1	396
PAQR7	346
PAQR8	354
M6PR	277
PAQR5	330
MPRIP	1025
IGF2R	2491
MPTX1	137
MPDU1	247
MPV17	176
MPZL1	269
MPZL2	215
MPZL3	235
MRFAP1L1	127
MRAP2	205
MRAP	172
MRGPRG-AS1	158
MRC1	1456
MRC2	1479
CDC42BPA	1732
CDC42BPB	1711
CDC42BPG	1551
MRE11A	708
MREG	214
MYRFL	910
MYRF	1151
MRGBP	204
MRGPRD	321
MRGPRE	312
MRGPRF	343
MRGPRG	289
MRGPRX1	322
MRGPRX2	330
MRGPRX3	322
MRGPRX4	322
MRI	157
MRM1	353
FTSJ2	246
RNMTL1	420
MROH2A	1706
MROH2B	1585
MROH1	1641
MROH5	1318
MROH6	719
MROH7	1323
MROH8	483
MROH9	573
ABCC1	1531
ABCC2	1545
ABCC3	1527
ABCC4	1325
ABCC5	1437
ABCC6	1503
ABCC10	1492
ABCC12	1359
MARCKSL1	195
TRMT10C	403
KIAA0391	583
MRS2	443
MRTO4	239
MRVI1	885
MIS18A	233
OIP5	229
MSL3	521
MSL3P1	447
MS4A3	214
MS4A5	200
MS4A7	240
MSANTD1	278
MSANTD2	559
MSANTD3	275
MSANTD4	345
MSGN1	193
MSH2	934
MSH3	1137
MSH4	936
MSH5	834
MSH6	1360
MC1R	317
MSI1	362
MSI2	328
MSL1	614
MSL2	577
MSLNL	702
MSLN	630
MSMB	114
MSMO1	293
MSMP	139
MOSPD1	213
MOSPD2	518
MOSPD3	235
MSRA	235
MSRB1	116
MSRB2	182
MSRB3	192
MSR1	451
RABIF	123
MSS51	460
MST1L	715
MUSTN1	82
MSTO1	570
MRO	248
MSX1	303
MSX2	267
MT1A	61
MT1B	61
MT1DP	49
MT1E	61
MT1F	61
MT1G	62
MT1H	61
MT1L	61
MT1M	61
MT1X	61
METTL21A	218
METTL21B	226
METTL21C	264
VCPKMT	229
METTL21EP	271
MT2A	61
MT3	68
MT4	62
MTA1	715
MTA2	668
MTA3	594
METTL3	580
MAP2	1827
MTAP	283
MTBP	904
MTCH1	389
MTCH2	303
MTCL1	1905
MTCP1	107
MTHFD2L	347
MTHFD2	350
MTERF1	399
MTERF2	385
MTERF3	417
MTERF4	381
MTF1	753
MTF2	593
MTFP1	166
MTFR1	333
MTFR2	385
CBFA2T3	653
MTG1	334
MTG2	406
CBFA2T2	604
RUNX1T1	604
MTHFS	203
MTHFR	656
MTHFSD	383
MTL5	508
MLNR	412
MTM1	603
MTMR1	665
MTMR2	643
MTMR3	1198
MTMR4	1195
SBF1	1867
MTMR6	621
MTMR7	660
MTMR9	549
MTMR8	704
MTMR10	777
MTMR11	709
MTMR12	747
SBF2	1849
MTMR14	650
MRI1	369
APIP	242
ADI1	179
MTO1	717
MTOR	2549
MTPN	118
MTTP	894
MTNR1A	350
MTNR1B	362
GPR50	617
MTRR	725
MTSS1	755
MTSS1L	747
TRMU	421
MTURN	131
MTUS1	1270
MTUS2	1369
MTX1	466
MTX2	263
MTX3	312
MUC12	5478
MUC13	512
MUC15	334
MUC16	22152
MUC17	4493
MCAM	646
MUC19	6254
MUC1	1255
MUC20	709
MUC21	566
MUC22	1773
CD164	197
MUC2	5179
MUC3A	2541
MUC3B	1237
MUC4	2169
MUC5AC	5030
MUC5B	5762
MUC6	2439
MUC7	377
	391
EMCN	261
MUCL1	90
MUL1	352
MUM1	710
MUM1L1	696
MURC	364
MUS81	551
MSC	206
MUSK	869
EXD3	252
EXD3	876
MUT	750
MUTYH	546
MVD	400
MVP	893
MX1	662
MX2	715
MXI1	228
MXRA5	2828
MXRA7	204
MXRA8	442
MYO15B	1530
MYO18A	2054
MYO18B	2567
MYADM	322
MYBL1	752
MYBL2	700
MYBPH	477
MYCBPAP	947
MYB	640
MYCBP2	4640
MYCBP	103
MYOCD	938
MYCL	364
MYCN	464
MYCLP1	358
DENND4A	1863
MYCT1	235
SLC2A13	648
MYC	439
MYD88	296
MYEOV	313
MYEF2	600
MYF5	255
MYF6	242
C12orf10	376
MB	154
MYH10	1976
MYH11	1972
MYH13	1938
MYH14	1995
MYH15	1946
MYH1	1939
MYH2	1941
MYH3	1940
MYH4	1939
MYH6	1939
MYH7B	1941
MYH7	1935
MYH8	1937
MYH9	1960
MYL10	226
MYL1	194
MYL3	195
MYL4	197
MYL5	173
MYL6B	208
MYL6	151
MYL9	172
MYLIP	445
MYLK2	596
MYLK3	819
MYLK4	388
MYLK	1914
MYNN	610
MYO10	2058
MYO15A	3530
MYO16	1858
MYO19	970
MYO1A	1043
MYO1B	1136
MYO1C	1063
MYO1D	1006
MYO1E	1108
MYO1F	1098
MYO1G	1018
MYO1H	1032
MYO3A	1616
MYO3B	1341
MYO5A	1855
MYO5B	1848
MYO5C	1742
MYO6	1294
MYO7A	2215
MYO7B	2116
MYO9A	2548
MYO9B	2157
MYOC	504
MYOD1	320
MYOF	2061
MYOG	224
MYOM1	1685
MYOM2	1465
MYOM3	1437
PDE4DIP	2346
MYOT	498
MYEOV2	57
MYOZ1	299
MYOZ2	264
MYOZ3	251
MPZ	248
PMP2	132
MYBPC1	1141
MYBPC2	1141
MYBPC3	1274
MYPN	1320
MYPOP	399
PLP1	277
PPP1R12A	1030
PPP1R12B	982
MYRIP	859
MYSM1	828
MYT1L	1186
MYT1	1121
MYZAP	466
MZB1	189
MZF1	734
MZT1	82
MZT2A	158
MZT2B	158
ULBP1	244
ULBP2	246
ULBP3	244
RAET1E	263
N4BP2L1	243
N4BP2L2	583
N4BP1	896
N4BP2	1770
N4BP3	544
NUP62CL	184
N6AMT2	214
NAA10	235
NAA11	229
NAA15	866
NAA16	864
NAA20	178
NAA25	972
NAA30	362
NAA35	725
NAA40	237
NAA50	169
NAA60	242
NAAA	359
NAB1	487
NAB2	525
SLC8A1	973
SLC8A2	921
SLC8A3	927
NACA2	215
NACAD	1562
NACA	2078
NACA	215
NACC1	527
NACC2	587
NACAP1	213
SLC4A1AP	796
QPRT	297
NADSYN1	706
NADK	446
NAALADL2	795
NAF1	494
NAGA	411
AMDHD2	409
NAGK	344
NAGPA	515
NAGS	534
NAGLT1	518
NAIF1	327
NADK2	442
NLRP10	655
NLRP11	1033
NLRP12	1061
NLRP13	1043
NLRP14	1093
NALCN	1738
NAALAD2	740
NAALADL1	740
NLRP1	1473
NLRP2	1062
NLRP3	1036
NLRP4	994
NLRP5	1200
NLRP6	892
NLRP7	980
NLRP8	1048
NLRP9	991
NAMPT	491
NANOGP1	232
NANOGNB	188
NANOS1	292
NANOS2	138
NANOS3	173
NANOG	305
NANOGP8	305
NANP	248
C9orf156	441
NAPEPLD	393
NAPSA	420
ART1	327
ART3	389
ART4	314
ART5	291
NARFL	476
NARF	456
RAB34	198
NASP	788
NAT10	1025
NAT14	206
NAT16	369
NAT6	286
NAT8B	227
NAT8L	302
NAT8	227
NAT9	207
NATD1	113
NAV1	1877
NAV2	2488
NAV3	2385
CYB5R1	305
CYB5R2	276
CYB5R3	301
CYB5R4	521
CYB5RL	315
NBAS	2371
NBEA	2946
NBEAL1	2694
NBEAL2	2754
NBL1	181
NBN	754
NBPF1	1214
NBPF3	633
NBPF4	638
NBPF5P	351
NBPF6	638
NBPF7	421
NBPF8	869
NBPF9	867
NBPF10	841
NBPF11	865
NBPF12	269
NBPF14	921
NBPF15	670
NBPF16	670
NBPF20	942
NBPF24	790
NBPF26	902
NBR1	966
NBR2	112
DRAP1	205
DR1	176
LINC00336	198
LINC00301	95
NCALD	193
NCAM1	858
NCAM2	837
NCAN	1321
NCBP2-AS2	99
NCBP2L	153
NCBP1	790
NCBP2	156
NCDN	729
NCEH1	408
NCF1B	391
NCF1C	366
NCF1	390
NCF2	526
NCF4	339
CHL1	1208
NCK1	377
NCK2	380
NCKAP5L	1330
NCKAP1	1128
NCKAP5	1909
NCKAP1L	1127
SLC24A1	1099
SLC24A2	661
SLC24A3	644
SLC24A4	622
SLC24A5	500
SLC8B1	584
NCLN	563
NCMAP	102
NCOA1	1441
NCOA2	1464
NCOA3	1424
NCOA4	614
NCOA5	579
NCOA6	2063
NCOA7	942
NCOR1	2440
NCOR2	2525
POR	677
NCS1	190
NCR1	304
NCR2	276
NCR3	201
C1orf85	406
MYCNOS	109
NDC1	674
NDC80	642
NDE1	346
NDEL1	345
NEUROD1	356
NEUROD2	382
NEUROD4	331
NEUROD6	337
NME3	169
NME5	212
NME6	186
NME7	376
NME2P1	137
NME1	152
NME2	152
NME4	187
NDNF	568
NDOR1	597
NDP	133
NDRG1	394
NDRG2	371
NDRG3	375
NDRG4	352
NDST1	882
NDST2	883
NDST3	873
NDST4	872
NDUFA1	70
NDUFA2	99
NDUFA3	84
NDUFA4	81
NDUFA5	116
NDUFA6	154
NDUFA7	113
NDUFA8	172
NDUFA9	377
NDUFA10	355
NDUFA11	141
NDUFA12	145
NDUFA13	144
NDUFB1	58
NDUFB2	105
NDUFB3	98
NDUFB4	129
NDUFB5	189
NDUFB6	128
NDUFB7	137
NDUFB8	186
NDUFB9	179
NDUFB10	172
NDUFB11	153
NDUFC1	76
NDUFC2	119
NDUFC2-KCTD14	114
NDUFAF3	184
NDUFAF4	175
NDUFAF5	345
NDUFAF6	333
NDUFAF7	441
NDUFS1	727
NDUFS2	463
NDUFS3	264
NDUFS4	175
NDUFS5	106
NDUFS6	124
NDUFS7	213
NDUFS8	210
NDUFV1	464
NDUFV2	249
NDUFV3	108
NEXN-AS1	246
PPP1R9A	1098
PPP1R9B	815
NEBL	1014
NEB	6669
PCSK1	753
PCSK2	638
NECAB1	351
NECAB2	386
NECAB3	396
NDN	321
NECAP1	275
NECAP2	263
NEDD4L	975
NEDD1	660
NEDD4	1319
NEDD8	81
NEGR1	354
NEIL1	390
NEIL2	332
NEIL3	605
NEK10	1172
NEK11	645
NEK1	1258
NEK2	445
NEK3	506
NEK4	841
NEK5	708
NEK6	313
NEK7	302
NEK8	692
NEK9	979
NELFA	528
NELFB	580
NELFCD	590
NELFE	380
NELL1	810
NELL2	816
NEMF	1076
IKBKG	419
NENF	172
NEO1	1461
EMG1	244
CNEP1R1	125
MME	750
NES	1621
NTN1	604
NTN3	580
NTN4	628
NTN5	489
NETO1	533
NETO2	525
PRSS12	875
NEURL1B	555
OXT	125
AVP	164
CMAS	434
CYB5D2	264
NRGN	78
NEURL1	574
NEURL2	285
NEURL3	262
NEURL4	1562
NLN	704
GAP43	238
NEU1	415
NEU2	380
NEU3	428
NEU4	484
SERPINI1	410
NTS	170
NEXN	675
NF1	2839
NFATC2IP	419
NFE2L1	772
NFE2L2	605
NFE2L3	694
NFATC1	943
NFATC2	925
NFATC3	1075
NFATC4	902
NFAM1	270
NFASC	1347
NFAT5	1531
NFE2	373
NFE4	179
NEFH	1026
NFIA	509
NFIB	420
NFIC	508
NFIL3	462
NDFIP1	221
NDFIP2	336
NFIX	502
NFKB1	968
NFKB2	900
NEFL	543
NEFM	916
NFRKB	1299
NFS1	457
NFU1	254
NFX1	1120
NFXL1	911
NFYA	347
NFYB	207
NFYC	458
LCN2	198
RASAL2	1139
NUS1	293
NGB	151
NGDN	315
NGEF	710
NGF	241
NGLY1	654
NEUROG1	237
NEUROG2	272
NEUROG3	214
NGRN	291
NHP2L1	128
NHEJ1	299
NHLRC1	395
NHLRC2	726
NHLRC3	347
NHLRC4	123
NHP2	153
SLC9A3R1	358
SLC9A3R2	337
PDZK1	519
PDZD3	571
NHSL1	1610
NHSL2	709
NHS	1651
FAM129A	928
FAM129B	746
FAM129C	697
NCSTN	709
NICN1	213
NID1	1247
NID2	1375
NIM1K	436
NINJ1	152
NINJ2	142
NINL	1382
NIN	2090
NIP7	180
NIPA1	329
NIPA2	360
NIPAL1	410
NIPAL4	466
ZC3HC1	502
NIPBL	2804
NIPSNAP1	284
GBAS	286
NISCH	1504
NIT1	327
NIT2	276
C17orf75	396
TACR1	407
TACR2	398
TACR3	465
NKAIN1	207
NKAIN2	208
NKAIN3	197
NKAIN4	208
NKAPL	402
NKAP	415
NKD1	470
NKD2	451
KLRC1	233
KLRC2	231
KLRK1	216
KLRC3	240
KLRC4	158
NKG7	165
NKPD1	610
NKRF	690
NKTR	1462
NKX1-2	310
NKX1-1	411
NKX2-1	371
NKX2-2	273
NKX2-3	364
NKX2-4	354
NKX2-5	324
NKX2-6	301
NKX2-8	239
NKX3-1	234
NKX3-2	333
NKX6-1	367
NKX6-2	277
NKX6-3	265
NLE1	485
NLGN1	840
NLGN2	835
NLGN3	848
NLGN4X	816
NLGN4Y	816
NLK	527
NLRC3	1065
NLRC4	1024
NLRC5	1866
NLRX1	975
MFSD2A	543
SCP2	547
NMBR	390
NMB	121
GRIN3A	1115
GRIN3B	1043
NMD3	503
GRIN2A	1464
GRIN2B	1484
GRIN2C	1233
GRIN2D	1336
GRIN1	938
NMES1	83
NMI	307
NMNAT1	279
NMNAT2	307
NMNAT3	252
NMRAL1	299
NMS	153
NMT1	496
NMT2	498
NMUR1	426
NMUR2	415
NMU	174
NNAT	81
NNMT	264
CARKD	347
APOA1BP	288
NNT	1086
ZCCHC17	241
NO66	641
NOA1	698
NOB1	412
NOBOX	691
NOC2L	749
NOC3L	800
NOC4L	516
CCRN4L	431
NOD1	953
NOD2	1040
NODAL	347
OLFM1	485
OLFM2	454
OLFM3	478
GTPBP4	634
GNL2	731
NOG	232
NOL10	688
NOL11	719
NOL12	213
NOL3	219
NOL4L	436
NOL4	638
NOL6	1146
NOL7	257
NOL8	1167
NOL9	702
NOLC1	699
NOM1	860
NOMO1	1222
NOMO2	1267
NOMO3	1222
NONO	471
NOP10	64
NOP14	857
NOP16	178
NOP2	812
NOP56	594
NOP58	529
NOP9	636
NOS1	1434
NOS2	1153
NOS3	1203
NOSIP	301
NOSTRIN	506
NOTCH1	2555
NOTCH2	2471
NOTCH3	2321
NOTCH4	2003
NOTO	251
NOTUM	496
NOVA1	510
NOVA2	492
NOV	357
NOX1	564
NOX3	568
NOX4	578
NOX5	765
NOXA1	476
NOXO1	376
ERVK-10	75
NAP1L1	391
NAP1L2	460
NAP1L3	506
NAP1L4	375
NAP1L5	182
NAP1L6	107
ERVK-24	75
ERVK-5	75
ERVK-7	75
URB1	2271
NIPAL2	368
NIPAL3	406
NPAP1	1156
NPAS1	590
NPAS2	824
NPAS3	933
NPAS4	802
NPAT	1427
NPIPB11	1161
NPIPB15	443
NPBWR1	328
NPBWR2	333
NPB	125
NPC1	1278
NPC2	151
NPC1L1	1359
NPCDR1	106
NPDC1	325
NPFFR1	430
NPFFR2	522
NPFF	113
NPHS1	1241
NPHP1	732
NPHP3	1330
NPHP4	1426
NPIPA1	350
NPIPA2	369
NPIPA3	350
NPIPA7	369
NPIPA5	350
NPIPA8	369
NPIPB3	1050
NPIPB4	1138
NPIPB5	1133
NPIPB7	414
NPIPB8	432
NPIPB9	429
NPIPB6	425
	397
	1138
NPLOC4	608
NPL	320
NPM2	214
NPM3	178
NPM1	294
NPNT	565
NPRL2	380
NPRL3	569
NIPSNAP3A	247
NIPSNAP3B	247
NPSR1	371
NPS	89
SLC17A1	467
SLC34A1	639
SLC34A2	690
SLC34A3	599
SLC17A2	439
SLC17A3	420
NPTN	398
NPTX1	432
NPTX2	431
NPTXR	500
NPVF	196
NPW	165
NPY1R	384
NPY2R	381
NPY4R	375
NPY5R	445
NPY6R	290
NPY	97
NQO1	274
NQO2	231
NR0B1	470
NR0B2	257
NR1D1	614
NR1D2	579
NR1H2	460
NR1H3	447
NR1H4	486
NR1I2	434
NR1I3	352
NR2C1	603
NR2C2	596
NR2C2AP	139
NR2E1	385
NR2E3	410
NR2F6	404
NCR3LG1	454
NR4A1	598
NR4A2	598
NR4A3	626
NR5A2	541
NR6A1	480
NRAC	160
SLC11A1	550
SLC11A2	568
NRAP	1730
NRARP	114
NRBF2	287
NRBP2	501
NRBP1	535
NRCAM	1304
NRD1	1150
NRDE2	1164
NREP	68
NRF1	503
NRG1	640
NRG2	850
NRG3	720
NRG4	115
NRIP1	1158
NRIP2	281
NRIP3	241
NMRK1	199
NMRK2	230
NRK	1582
NRL	237
NRM	262
NRN1L	165
NRN1	142
NRP2	931
NRP1	923
NRROS	692
NRSN1	195
NRSN2	204
NRTN	197
NRXN1	1477
NRXN1	442
NRXN2	1712
NRXN2	666
NRXN3	1643
NRXN3	637
IVNS1ABP	642
NSA2	260
NSD1	2696
WHSC1	1365
WHSC1L1	1437
NSDHL	373
NSMCE1	266
NSMCE2	247
NSMCE4A	385
NSFL1C	370
NSF	744
NSG1	185
NSG2	171
CDKN2A-AS1	79
NSL1	281
SMPD3	655
SMPD4	827
SMPD2	423
NSMF	530
NSUN5P1	163
NSUN5P2	315
NSRP1	558
NSUN2	767
NSUN3	340
NSUN4	384
NSUN5	429
NSUN6	469
NSUN7	718
NOTCH2NL	236
NT5C	201
NT5DC1	455
NT5DC2	520
NT5DC3	548
NT5DC4	428
NT5M	228
LAT2	243
NTAN1	310
WDYHV1	205
SLC10A2	348
SLC10A4	437
SLC10A5	438
SLC10A7	358
SLC10A1	349
NUTF2	127
NTF3	257
NTF4	210
NTHL1	312
SCYL1	808
NTMT1	223
METTL11B	283
NUTM2A	878
NUTM2B	878
NUTM2D	806
NUTM2E	878
NUTM2F	756
NUTM2G	741
NTNG1	539
NTNG2	530
NTPCR	190
NTSR1	418
NTSR2	410
NTM	344
NTRK1	796
NTRK2	822
NTRK3	839
NUP107	925
NUP133	1156
NUP153	1475
NUP155	1391
NUP160	1436
NUP188	1749
MT-ND1	318
NUP205	2012
NUP214	2090
MT-ND2	347
MT-ND3	115
MT-ND4L	98
MT-ND4	459
MT-ND5	603
MT-ND6	174
NDUFA4L2	87
NUAK1	661
NUAK2	628
NUB1	615
NUBP1	320
NUBP2	271
NUBPL	319
NUCB1	461
NUCB2	420
ENDOG	297
NUCKS1	243
NCL	710
NUDT10	164
NUDT11	164
NUDT12	462
NUDT13	352
NUDT14	222
NUDT15	164
NUDT16	195
NUDT17	328
NUDT18	323
NUDT19	375
NUDT22	303
NUDCD1	583
NUDCD3	361
NUDCD2	157
NUDC	331
NUDT3	172
NUDT4	180
NUDT5	219
NUDT6	316
NUDT7	238
NUDT8	236
NUDT9	350
NUF2	464
NUFIP1	495
NUFIP2	695
NUMA1	2115
NUMBL	609
NUMB	651
NUP37	326
NUP43	380
NUP50	468
NUP35	326
NUP54	507
NUP62	522
NUP85	656
NUP88	741
NUP93	819
NUP98	1817
NUPL1	599
NUPL2	423
NUPR1	82
NUPR1L	97
NUSAP1	441
NUTM1	1132
NVL	856
NWD1	1564
NWD2	1742
NXF1	619
NXF2	626
NXF3	531
NXF5	397
NXNL1	212
NXNL2	156
NXN	435
FAM114A1	563
NXPE1	547
NXPE2	559
NXPE3	559
NXPE4	544
NXPH1	271
NXPH2	264
NXPH3	252
NXPH4	308
NOXRED1	359
NXT1	140
NXT2	142
NYAP1	841
NYAP2	653
NYNRIN	1898
NYX	481
OR10A2	303
OR10A3	314
OR10A4	315
OR10A5	317
OR10A6	314
OR10A7	316
OR10AC1	325
OR10AD1	317
OR10AG1	301
OR10C1	312
OR10D3	312
OR10D4P	298
OR10G2	310
OR10G3	313
OR10G4	311
OR10G6	332
OR10G7	311
OR10G8	311
OR10G9	311
OR10H1	318
OR10H2	315
OR10H3	316
OR10H4	316
OR10H5	315
OR10J3	329
OR10J1	320
OR10J4	311
OR10J5	309
OR10J6P	276
OR10K1	313
OR10K2	312
OR10P1	313
OR10R2	335
OR10Q1	319
OR10S1	331
OR10T2	314
OR10V1	309
OR10W1	305
OR10X1	326
OR10Z1	313
OR11A1	315
OR11G2	345
OR11H1	326
OR11H2	326
OR11H4	324
OR11H6	330
OR11H7	314
OR11H12	326
OR11L1	322
OR12D2	307
OR12D3	316
OR13A1	328
OR13C2	318
OR13C3	347
OR13C4	318
OR13C5	318
OR13C6P	151
OR13C8	320
OR13C9	318
OR13D1	346
OR13F1	319
OR13G1	307
OR13H1	308
OR13J1	312
OR14A2	314
OR14A16	309
OR14C36	312
OR14I1	311
OR14J1	321
OR14K1	314
OR14L1P	308
OR2A12	310
OR2A14	310
OR2A25	310
OR2AE1	323
OR2AG1	316
OR2AG2	316
OR2AJ1	328
OR2AK2	335
OR2AP1	309
OR2AT4	320
OR2T10	312
OR2T11	316
OR2T12	320
OR2T27	317
OR2T29	315
OR2T33	320
OR2T34	318
OR2T35	323
OR4A15	344
OR4A16	328
OR4A47	309
OR4C45	311
OR4C46	309
OR4F15	312
OR4F17	305
OR4F21	312
OR51A2	313
OR51A4	313
OR51A7	312
OR51B2	312
OR51B4	310
OR51B5	312
OR51B6	312
OR51D1	324
OR51E1	317
OR51E2	320
OR51F1	319
OR51F2	342
OR51G1	321
OR51G2	314
OR51H1P	302
OR51I1	314
OR51I2	312
OR51J1	316
OR51L1	315
OR51M1	326
OR51Q1	317
OR51S1	323
OR51T1	327
OR51V1	321
OR52A1	312
OR52A4	304
OR52A5	316
OR52B2	323
OR52B4	314
OR52B6	335
OR52D1	318
OR52E1	308
OR52E2	325
OR52E4	312
OR52E5	327
OR52E6	313
OR52E8	317
OR52H1	320
OR52I1	324
OR52I2	350
OR52J3	311
OR52K1	314
OR52K2	314
OR52L1	329
OR52L2P	319
OR52M1	317
OR52N1	320
OR52N2	321
OR52N4	321
OR52N5	324
